"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"BARHL1","0.0000824","0.116","0.0633","4","hsa-miR-3178","hsa-miR-4749-5p","hsa-miR-3184-5p","hsa-miR-139-3p"
"ABCB5","0.146","0.376","0.156","1","hsa-miR-1307-3p","","",""
"ABCC5","0.0306","0.376","0.140","2","hsa-miR-1229-3p","hsa-miR-3184-5p","",""
"ABCC9","0.0527","0.376","0.0539","1","hsa-miR-4511","","",""
"ABHD14B","0.127","0.376","0.135","1","hsa-miR-6722-3p","","",""
"ABL1","0.0449","0.376","0.172","2","hsa-miR-4511","hsa-miR-3184-5p","",""
"ACLY","0.0780","0.376","0.0808","1","hsa-miR-1229-3p","","",""
"ACOT7","0.0214","0.376","0.0215","1","hsa-miR-1229-3p","","",""
"ACTG1","0.0569","0.376","0.197","2","hsa-miR-1307-3p","hsa-miR-3975","",""
"ADAMTS14","0.0979","0.376","0.102","1","hsa-miR-3184-5p","","",""
"ADIRF","0.0680","0.376","0.0700","1","hsa-miR-3184-5p","","",""
"ADM","0.0626","0.376","0.207","2","hsa-miR-3975","hsa-miR-4462","",""
"ADPRHL2","0.0161","0.376","0.0162","1","hsa-miR-1229-3p","","",""
"AHCYL1","0.0267","0.376","0.0269","1","hsa-miR-1229-3p","","",""
"AIF1L","0.0107","0.376","0.0108","1","hsa-miR-1229-3p","","",""
"AK2","0.0424","0.376","0.167","2","hsa-miR-3184-5p","hsa-miR-3130-3p","",""
"AKR1D1","0.103","0.376","0.108","1","hsa-miR-1307-3p","","",""
"AKR7A2","0.0285","0.376","0.230","3","hsa-miR-6857-3p","hsa-miR-4511","hsa-miR-6715b-5p",""
"AKT1S1","0.0363","0.376","0.154","2","hsa-miR-139-3p","hsa-miR-4749-5p","",""
"ALDOC","0.0979","0.376","0.102","1","hsa-miR-3184-5p","","",""
"ALOX15","0.141","0.376","0.151","1","hsa-miR-139-3p","","",""
"ALS2","0.0161","0.376","0.0162","1","hsa-miR-1229-3p","","",""
"ALX1","0.0979","0.376","0.102","1","hsa-miR-3975","","",""
"AMDHD2","0.0979","0.376","0.102","1","hsa-miR-139-3p","","",""
"AMH","0.0929","0.376","0.0970","1","hsa-miR-3178","","",""
"ANKRD42","0.0264","0.376","0.129","2","hsa-miR-3184-5p","hsa-miR-3130-3p","",""
"ANKRD52","0.158","0.376","0.358","2","hsa-miR-3184-5p","hsa-miR-4462","",""
"AP2S1","0.0680","0.376","0.0700","1","hsa-miR-3184-5p","","",""
"APBB3","0.0527","0.376","0.0539","1","hsa-miR-3130-3p","","",""
"APOBEC3A","0.112","0.376","0.119","1","hsa-miR-1307-3p","","",""
"APOBEC3C","0.160","0.376","0.172","1","hsa-miR-3184-5p","","",""
"ARHGAP42","0.112","0.376","0.119","1","hsa-miR-4511","","",""
"ARHGEF18","0.117","0.376","0.124","1","hsa-miR-6857-3p","","",""
"ARHGEF2","0.160","0.376","0.172","1","hsa-miR-3184-5p","","",""
"ARL6IP4","0.146","0.376","0.156","1","hsa-miR-6722-3p","","",""
"ARL8A","0.0715","0.376","0.224","2","hsa-miR-3184-5p","hsa-miR-4749-5p","",""
"ASB6","0.0988","0.376","0.269","2","hsa-miR-4749-5p","hsa-miR-3178","",""
"ASXL3","0.141","0.376","0.151","1","hsa-miR-6722-3p","","",""
"ATG14","0.0178","0.376","0.105","2","hsa-miR-4783-3p","hsa-miR-1307-3p","",""
"ATOX1","0.160","0.376","0.172","1","hsa-miR-6722-3p","","",""
"ATP5A1","0.00947","0.376","0.153","3","hsa-miR-1229-3p","hsa-miR-139-3p","hsa-miR-6715b-5p",""
"ATP6V1E1","0.164","0.376","0.178","1","hsa-miR-3184-5p","","",""
"ATP8B4","0.0527","0.376","0.0539","1","hsa-miR-6857-3p","","",""
"B4GALNT4","0.00310","0.376","0.0431","2","hsa-miR-3184-5p","hsa-miR-6715b-5p","",""
"B4GALT1","0.0528","0.376","0.189","2","hsa-miR-6722-3p","hsa-miR-4511","",""
"BAIAP3","0.0214","0.376","0.0215","1","hsa-miR-4462","","",""
"BANP","0.0830","0.376","0.0862","1","hsa-miR-3184-5p","","",""
"BAP1","0.164","0.376","0.178","1","hsa-miR-1229-3p","","",""
"BAZ2A","0.111","0.376","0.288","2","hsa-miR-3975","hsa-miR-4783-3p","",""
"BCAM","0.0830","0.376","0.0862","1","hsa-miR-6722-3p","","",""
"BCAR1","0.0880","0.376","0.0916","1","hsa-miR-139-3p","","",""
"BET1L","0.0475","0.376","0.0485","1","hsa-miR-1229-3p","","",""
"BICC1","0.0929","0.376","0.0970","1","hsa-miR-4511","","",""
"BRD2","0.0137","0.376","0.0916","2","hsa-miR-1229-3p","hsa-miR-6857-3p","",""
"BRSK1","0.0730","0.376","0.0754","1","hsa-miR-3184-5p","","",""
"C10orf55","0.146","0.376","0.156","1","hsa-miR-3184-5p","","",""
"C12orf49","0.134","0.376","0.323","2","hsa-miR-4749-5p","hsa-miR-1229-3p","",""
"C14orf180","0.0680","0.376","0.0700","1","hsa-miR-139-3p","","",""
"C16orf45","0.132","0.376","0.140","1","hsa-miR-1307-3p","","",""
"C16orf87","0.150","0.376","0.162","1","hsa-miR-6715b-5p","","",""
"C17orf51","0.0423","0.376","0.0431","1","hsa-miR-6715b-5p","","",""
"C1orf229","0.0680","0.376","0.0700","1","hsa-miR-6722-3p","","",""
"C20orf27","0.117","0.376","0.124","1","hsa-miR-3184-5p","","",""
"C3orf36","0.0475","0.376","0.178","2","hsa-miR-3184-5p","hsa-miR-4749-5p","",""
"C7orf65","0.0929","0.376","0.0970","1","hsa-miR-1307-3p","","",""
"C8orf17","0.117","0.376","0.124","1","hsa-miR-1307-3p","","",""
"CACNA1H","0.0475","0.376","0.0485","1","hsa-miR-4511","","",""
"CALM3","0.116","0.376","0.296","2","hsa-miR-3184-5p","hsa-miR-6722-3p","",""
"CALML3","0.122","0.376","0.129","1","hsa-miR-6722-3p","","",""
"CALR","0.121","0.376","0.304","2","hsa-miR-6722-3p","hsa-miR-4749-5p","",""
"CAPZA2","0.116","0.376","0.296","2","hsa-miR-1307-3p","hsa-miR-6715b-5p","",""
"CASZ1","0.0178","0.376","0.105","2","hsa-miR-4749-5p","hsa-miR-3184-5p","",""
"CAVIN4","0.00940","0.376","0.0754","2","hsa-miR-1307-3p","hsa-miR-6715b-5p","",""
"CBARP","0.150","0.376","0.162","1","hsa-miR-6857-3p","","",""
"CC2D1B","0.0196","0.376","0.110","2","hsa-miR-4749-5p","hsa-miR-6722-3p","",""
"CCDC106","0.0578","0.376","0.0593","1","hsa-miR-3184-5p","","",""
"CCDC122","0.0319","0.376","0.0323","1","hsa-miR-3178","","",""
"CCDC142","0.146","0.376","0.156","1","hsa-miR-1307-3p","","",""
"CCDC170","0.141","0.376","0.151","1","hsa-miR-1307-3p","","",""
"CCDC171","0.132","0.376","0.140","1","hsa-miR-3130-3p","","",""
"CCDC32","0.0371","0.376","0.0377","1","hsa-miR-1307-3p","","",""
"CCDC36","0.155","0.376","0.167","1","hsa-miR-139-3p","","",""
"CCDC59","0.164","0.376","0.178","1","hsa-miR-6715b-5p","","",""
"CCND3","0.146","0.376","0.156","1","hsa-miR-6722-3p","","",""
"CCS","0.0656","0.376","0.213","2","hsa-miR-1307-3p","hsa-miR-6715b-5p","",""
"CDC37","0.0187","0.376","0.108","2","hsa-miR-139-3p","hsa-miR-3178","",""
"CDK15","0.0979","0.376","0.102","1","hsa-miR-3184-5p","","",""
"CDK16","0.164","0.376","0.178","1","hsa-miR-139-3p","","",""
"CDKN3","0.0929","0.376","0.0970","1","hsa-miR-1307-3p","","",""
"CENPBD1","0.127","0.376","0.135","1","hsa-miR-1307-3p","","",""
"CEP126","0.0929","0.376","0.0970","1","hsa-miR-3975","","",""
"CEP152","0.0527","0.376","0.0539","1","hsa-miR-1229-3p","","",""
"CEP350","0.132","0.376","0.140","1","hsa-miR-1229-3p","","",""
"CES4A","0.0475","0.376","0.0485","1","hsa-miR-6715b-5p","","",""
"CFAP73","0.0475","0.376","0.0485","1","hsa-miR-6715b-5p","","",""
"CHCHD2","0.0319","0.376","0.0323","1","hsa-miR-1229-3p","","",""
"CHCHD3","0.146","0.376","0.156","1","hsa-miR-6857-3p","","",""
"CHTF8","0.127","0.376","0.135","1","hsa-miR-3184-5p","","",""
"CIC","0.0680","0.376","0.0700","1","hsa-miR-1307-3p","","",""
"CKS2","0.0178","0.376","0.105","2","hsa-miR-6715b-5p","hsa-miR-4511","",""
"CLCN5","0.108","0.376","0.113","1","hsa-miR-6722-3p","","",""
"CLCN7","0.0115","0.376","0.0835","2","hsa-miR-4749-5p","hsa-miR-3184-5p","",""
"CLLU1OS","0.0730","0.376","0.0754","1","hsa-miR-1229-3p","","",""
"CLPX","0.0129","0.376","0.0889","2","hsa-miR-4511","hsa-miR-6715b-5p","",""
"CLSTN3","0.0880","0.376","0.0916","1","hsa-miR-1229-3p","","",""
"COMMD9","0.122","0.376","0.129","1","hsa-miR-1307-3p","","",""
"COX6C","0.155","0.376","0.167","1","hsa-miR-4511","","",""
"COX8A","0.127","0.376","0.135","1","hsa-miR-139-3p","","",""
"CPLX1","0.0780","0.376","0.0808","1","hsa-miR-3178","","",""
"CPNE1","0.0475","0.376","0.0485","1","hsa-miR-1229-3p","","",""
"CPT1B","0.0880","0.376","0.0916","1","hsa-miR-1229-3p","","",""
"CRISP3","0.00539","0.376","0.00539","1","hsa-miR-1229-3p","","",""
"CRX","0.132","0.376","0.140","1","hsa-miR-3178","","",""
"CRY2","0.114","0.376","0.294","2","hsa-miR-3975","hsa-miR-3130-3p","",""
"CSRP1","0.164","0.376","0.178","1","hsa-miR-6715b-5p","","",""
"CTCF","0.0780","0.376","0.0808","1","hsa-miR-1229-3p","","",""
"CTDNEP1","0.0670","0.376","0.215","2","hsa-miR-1229-3p","hsa-miR-3184-5p","",""
"CTNNBL1","0.103","0.376","0.108","1","hsa-miR-1229-3p","","",""
"CTTNBP2NL","0.164","0.376","0.178","1","hsa-miR-4511","","",""
"CUL4B","0.0371","0.376","0.0377","1","hsa-miR-4511","","",""
"CXCL11","0.0423","0.376","0.0431","1","hsa-miR-4511","","",""
"CXCR5","0.0780","0.376","0.0808","1","hsa-miR-1229-3p","","",""
"DAAM1","0.0929","0.376","0.0970","1","hsa-miR-3130-3p","","",""
"DAG1","0.0475","0.376","0.0485","1","hsa-miR-1229-3p","","",""
"DAO","0.108","0.376","0.113","1","hsa-miR-6715b-5p","","",""
"DCTD","0.0423","0.376","0.0431","1","hsa-miR-1229-3p","","",""
"DDN","0.164","0.376","0.178","1","hsa-miR-3975","","",""
"DDX19B","0.106","0.376","0.280","2","hsa-miR-3130-3p","hsa-miR-1307-3p","",""
"DDX23","0.0423","0.376","0.0431","1","hsa-miR-1229-3p","","",""
"DENND4B","0.0830","0.376","0.0862","1","hsa-miR-4783-3p","","",""
"DENND6B","0.122","0.376","0.129","1","hsa-miR-3178","","",""
"DGAT2","0.00585","0.376","0.0593","2","hsa-miR-4511","hsa-miR-3975","",""
"DNAAF2","0.0830","0.376","0.0862","1","hsa-miR-6857-3p","","",""
"DNAJC22","0.117","0.376","0.124","1","hsa-miR-1307-3p","","",""
"DNAJC9","0.0979","0.376","0.102","1","hsa-miR-1229-3p","","",""
"DPH2","0.150","0.376","0.162","1","hsa-miR-6722-3p","","",""
"DSG3","0.0680","0.376","0.0700","1","hsa-miR-1307-3p","","",""
"DTX2","0.112","0.376","0.119","1","hsa-miR-6722-3p","","",""
"DUSP14","0.160","0.376","0.172","1","hsa-miR-4749-5p","","",""
"DUXA","0.0830","0.376","0.0862","1","hsa-miR-6715b-5p","","",""
"E2F3","0.160","0.376","0.361","2","hsa-miR-3184-5p","hsa-miR-139-3p","",""
"EBF4","0.0423","0.376","0.0431","1","hsa-miR-3130-3p","","",""
"EDARADD","0.103","0.376","0.108","1","hsa-miR-1307-3p","","",""
"EFHD2","0.0715","0.376","0.224","2","hsa-miR-4749-5p","hsa-miR-3184-5p","",""
"EGF","0.117","0.376","0.124","1","hsa-miR-3975","","",""
"ELAVL1","0.117","0.376","0.124","1","hsa-miR-139-3p","","",""
"ELFN2","0.0938","0.376","0.261","2","hsa-miR-6722-3p","hsa-miR-6857-3p","",""
"EMC3","0.0542","0.376","0.191","2","hsa-miR-6715b-5p","hsa-miR-1307-3p","",""
"EMC8","0.0929","0.376","0.0970","1","hsa-miR-3130-3p","","",""
"EML1","0.0267","0.376","0.0269","1","hsa-miR-1229-3p","","",""
"EN1","0.00639","0.376","0.0619","2","hsa-miR-139-3p","hsa-miR-3184-5p","",""
"ENG","0.0880","0.376","0.0916","1","hsa-miR-6722-3p","","",""
"EPB41L2","0.0423","0.376","0.0431","1","hsa-miR-1229-3p","","",""
"ERAP2","0.0929","0.376","0.0970","1","hsa-miR-1307-3p","","",""
"ERC1","0.00529","0.376","0.124","3","hsa-miR-1229-3p","hsa-miR-4462","hsa-miR-1307-3p",""
"ERCC6L","0.132","0.376","0.140","1","hsa-miR-6722-3p","","",""
"EXOSC10","0.0880","0.376","0.0916","1","hsa-miR-1307-3p","","",""
"F8A2","0.132","0.376","0.140","1","hsa-miR-6857-3p","","",""
"F8A3","0.136","0.376","0.145","1","hsa-miR-6857-3p","","",""
"FAM129B","0.0856","0.376","0.248","2","hsa-miR-3184-5p","hsa-miR-6857-3p","",""
"FAM162A","0.0780","0.376","0.0808","1","hsa-miR-139-3p","","",""
"FAM184B","0.0423","0.376","0.0431","1","hsa-miR-139-3p","","",""
"FAM189B","0.127","0.376","0.135","1","hsa-miR-3184-5p","","",""
"FAM19A3","0.0730","0.376","0.0754","1","hsa-miR-4511","","",""
"FAM212B","0.0340","0.376","0.148","2","hsa-miR-4749-5p","hsa-miR-6715b-5p","",""
"FBXL4","0.0578","0.376","0.0593","1","hsa-miR-6857-3p","","",""
"FBXO17","0.0929","0.376","0.0970","1","hsa-miR-6715b-5p","","",""
"FBXO33","0.0680","0.376","0.0700","1","hsa-miR-6857-3p","","",""
"FDFT1","0.150","0.376","0.162","1","hsa-miR-6715b-5p","","",""
"FGF1","0.127","0.376","0.135","1","hsa-miR-6857-3p","","",""
"FGF5","0.150","0.376","0.162","1","hsa-miR-4511","","",""
"FGFR4","0.141","0.376","0.151","1","hsa-miR-6722-3p","","",""
"FGFRL1","0.103","0.376","0.108","1","hsa-miR-3130-3p","","",""
"FKRP","0.103","0.376","0.108","1","hsa-miR-6857-3p","","",""
"FMN1","0.160","0.376","0.172","1","hsa-miR-1307-3p","","",""
"FMO4","0.141","0.376","0.151","1","hsa-miR-6857-3p","","",""
"FN3K","0.0488","0.376","0.180","2","hsa-miR-6722-3p","hsa-miR-139-3p","",""
"FOXC1","0.0173","0.376","0.190","3","hsa-miR-139-3p","hsa-miR-6857-3p","hsa-miR-6715b-5p",""
"FOXK1","0.0432","0.376","0.349","4","hsa-miR-1229-3p","hsa-miR-1307-3p","hsa-miR-3184-5p","hsa-miR-6715b-5p"
"FSCN1","0.0971","0.376","0.267","2","hsa-miR-4749-5p","hsa-miR-6722-3p","",""
"FTH1","0.117","0.376","0.124","1","hsa-miR-4511","","",""
"FUT9","0.108","0.376","0.113","1","hsa-miR-3130-3p","","",""
"FXYD1","0.141","0.376","0.151","1","hsa-miR-3178","","",""
"FZD7","0.164","0.376","0.178","1","hsa-miR-6722-3p","","",""
"GABPB2","0.136","0.376","0.145","1","hsa-miR-1229-3p","","",""
"GAGE1","0.0780","0.376","0.0808","1","hsa-miR-3975","","",""
"GALNS","0.0475","0.376","0.0485","1","hsa-miR-6722-3p","","",""
"GALNT17","0.0680","0.376","0.0700","1","hsa-miR-6715b-5p","","",""
"GAPDH","0.136","0.376","0.145","1","hsa-miR-1229-3p","","",""
"GBP4","0.164","0.376","0.178","1","hsa-miR-1307-3p","","",""
"GCM2","0.0371","0.376","0.0377","1","hsa-miR-4511","","",""
"GDPD5","0.155","0.376","0.167","1","hsa-miR-6722-3p","","",""
"GFER","0.00814","0.376","0.0700","2","hsa-miR-6722-3p","hsa-miR-4511","",""
"GIMAP6","0.0371","0.376","0.0377","1","hsa-miR-6715b-5p","","",""
"GJB1","0.0317","0.376","0.143","2","hsa-miR-4511","hsa-miR-3184-5p","",""
"GLYAT","0.0929","0.376","0.0970","1","hsa-miR-1307-3p","","",""
"GMDS","0.141","0.376","0.151","1","hsa-miR-1307-3p","","",""
"GMNN","0.108","0.376","0.113","1","hsa-miR-4511","","",""
"GNAQ","0.00814","0.376","0.0700","2","hsa-miR-3130-3p","hsa-miR-4511","",""
"GNB4","0.136","0.376","0.145","1","hsa-miR-1307-3p","","",""
"GPATCH2L","0.0423","0.376","0.0431","1","hsa-miR-3130-3p","","",""
"GPI","0.136","0.376","0.145","1","hsa-miR-1229-3p","","",""
"GPR161","0.112","0.376","0.119","1","hsa-miR-1307-3p","","",""
"GPR182","0.0680","0.376","0.0700","1","hsa-miR-1229-3p","","",""
"GPR20","0.117","0.376","0.124","1","hsa-miR-4749-5p","","",""
"GPRIN1","0.0979","0.376","0.102","1","hsa-miR-3184-5p","","",""
"GPT2","0.0979","0.376","0.102","1","hsa-miR-4783-3p","","",""
"GRASP","0.0475","0.376","0.0485","1","hsa-miR-3975","","",""
"GRIK4","0.103","0.376","0.108","1","hsa-miR-4511","","",""
"GSTM3","0.103","0.376","0.108","1","hsa-miR-1307-3p","","",""
"GTF2I","0.0880","0.376","0.0916","1","hsa-miR-1229-3p","","",""
"GTPBP1","0.141","0.376","0.151","1","hsa-miR-3130-3p","","",""
"GZMM","0.0423","0.376","0.0431","1","hsa-miR-139-3p","","",""
"HAND2","0.112","0.376","0.119","1","hsa-miR-139-3p","","",""
"HCN2","0.117","0.376","0.124","1","hsa-miR-6722-3p","","",""
"HEXIM1","0.112","0.376","0.119","1","hsa-miR-3975","","",""
"HEYL","0.0715","0.376","0.224","2","hsa-miR-6722-3p","hsa-miR-1307-3p","",""
"HFE","0.117","0.376","0.124","1","hsa-miR-4511","","",""
"HIC1","0.0629","0.376","0.0646","1","hsa-miR-4749-5p","","",""
"HIGD2A","0.0880","0.376","0.0916","1","hsa-miR-6722-3p","","",""
"HIST1H2AH","0.0556","0.376","0.194","2","hsa-miR-139-3p","hsa-miR-1307-3p","",""
"HIST1H2BN","0.0979","0.376","0.102","1","hsa-miR-139-3p","","",""
"HIST1H3A","0.0780","0.376","0.0808","1","hsa-miR-1229-3p","","",""
"HIST1H4C","0.0979","0.376","0.102","1","hsa-miR-1229-3p","","",""
"HLA-DOA","0.0101","0.376","0.0781","2","hsa-miR-4511","hsa-miR-3184-5p","",""
"HNRNPA3","0.0515","0.376","0.186","2","hsa-miR-1229-3p","hsa-miR-6722-3p","",""
"HNRNPC","0.0730","0.376","0.226","2","hsa-miR-4511","hsa-miR-139-3p","",""
"HNRNPD","0.132","0.376","0.140","1","hsa-miR-1229-3p","","",""
"HNRNPK","0.112","0.376","0.119","1","hsa-miR-1229-3p","","",""
"HNRNPUL1","0.106","0.376","0.280","2","hsa-miR-1229-3p","hsa-miR-6722-3p","",""
"HOXA3","0.0296","0.376","0.137","2","hsa-miR-4511","hsa-miR-6722-3p","",""
"HOXD3","0.141","0.376","0.151","1","hsa-miR-4749-5p","","",""
"HRH2","0.103","0.376","0.108","1","hsa-miR-4783-3p","","",""
"HSPB6","0.0929","0.376","0.0970","1","hsa-miR-6722-3p","","",""
"HSPD1","0.136","0.376","0.145","1","hsa-miR-6857-3p","","",""
"HUNK","0.0929","0.376","0.0970","1","hsa-miR-1229-3p","","",""
"IL10RB","0.136","0.376","0.145","1","hsa-miR-1307-3p","","",""
"IL1RL2","0.0629","0.376","0.0646","1","hsa-miR-1229-3p","","",""
"IL31RA","0.0730","0.376","0.0754","1","hsa-miR-6722-3p","","",""
"INO80B","0.0730","0.376","0.0754","1","hsa-miR-6857-3p","","",""
"INO80D","0.0436","0.376","0.170","2","hsa-miR-1229-3p","hsa-miR-4511","",""
"INTS10","0.0214","0.376","0.0215","1","hsa-miR-1229-3p","","",""
"IRF1","0.160","0.376","0.172","1","hsa-miR-1307-3p","","",""
"ITGA5","0.136","0.376","0.145","1","hsa-miR-1229-3p","","",""
"ITIH5","0.0880","0.376","0.0916","1","hsa-miR-1307-3p","","",""
"ITPRIPL2","0.0107","0.376","0.160","3","hsa-miR-3184-5p","hsa-miR-6715b-5p","hsa-miR-6857-3p",""
"JAKMIP2","0.141","0.376","0.151","1","hsa-miR-1229-3p","","",""
"JUNB","0.141","0.376","0.151","1","hsa-miR-3178","","",""
"KANK2","0.155","0.376","0.167","1","hsa-miR-139-3p","","",""
"KAT6B","0.0880","0.376","0.0916","1","hsa-miR-6857-3p","","",""
"KCMF1","0.0979","0.376","0.102","1","hsa-miR-1307-3p","","",""
"KCNH1","0.141","0.376","0.151","1","hsa-miR-6715b-5p","","",""
"KCNK3","0.0244","0.376","0.124","2","hsa-miR-6722-3p","hsa-miR-3184-5p","",""
"KCTD15","0.0656","0.376","0.213","2","hsa-miR-1229-3p","hsa-miR-6857-3p","",""
"KDM5C","0.155","0.376","0.167","1","hsa-miR-1229-3p","","",""
"KDM6B","0.155","0.376","0.353","2","hsa-miR-3178","hsa-miR-4749-5p","",""
"KIAA0040","0.103","0.376","0.108","1","hsa-miR-6857-3p","","",""
"KIF24","0.0267","0.376","0.0269","1","hsa-miR-1229-3p","","",""
"KLF16","0.146","0.376","0.156","1","hsa-miR-6722-3p","","",""
"KLHL38","0.00272","0.376","0.0404","2","hsa-miR-3184-5p","hsa-miR-6857-3p","",""
"KMT2D","0.0570","0.376","0.302","3","hsa-miR-1229-3p","hsa-miR-4749-5p","hsa-miR-6857-3p",""
"KPNB1","0.136","0.376","0.145","1","hsa-miR-1229-3p","","",""
"KRBA2","0.112","0.376","0.119","1","hsa-miR-1307-3p","","",""
"KRT28","0.00539","0.376","0.00539","1","hsa-miR-1229-3p","","",""
"KRTAP13-2","0.0629","0.376","0.0646","1","hsa-miR-4511","","",""
"LAMA2","0.0423","0.376","0.0431","1","hsa-miR-4511","","",""
"LAMA5","0.0578","0.376","0.0593","1","hsa-miR-6722-3p","","",""
"LFNG","0.160","0.376","0.172","1","hsa-miR-6715b-5p","","",""
"LIMCH1","0.146","0.376","0.156","1","hsa-miR-4462","","",""
"LIMS2","0.0475","0.376","0.0485","1","hsa-miR-3184-5p","","",""
