Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
AVL9,0.537,0.759,0.889,2,hsa-miR-6746-5p,hsa-miR-6090,,,,,,,,,
PDLIM3,0.152,0.631,0.347,2,hsa-miR-1307-3p,hsa-miR-6131,,,,,,,,,
DDX19B,0.507,0.752,0.84,2,hsa-miR-1307-3p,hsa-miR-6131,,,,,,,,,
MPPED1,0.0234,0.354,0.121,2,hsa-miR-1343-3p,hsa-miR-6131,,,,,,,,,
LYRM7,0.402,0.727,0.687,2,hsa-miR-1343-3p,hsa-miR-6131,,,,,,,,,
AGO3,0.805,0.849,1.47,2,hsa-miR-1343-3p,hsa-miR-6131,,,,,,,,,
ORMDL2,0.0883,0.544,0.25,2,hsa-miR-320a,hsa-miR-6131,,,,,,,,,
EIF2A,0.103,0.568,0.275,2,hsa-miR-320a,hsa-miR-6131,,,,,,,,,
MYO6,0.158,0.647,0.356,2,hsa-miR-320a,hsa-miR-6131,,,,,,,,,
ZNF607,0.391,0.722,0.671,2,hsa-miR-320a,hsa-miR-6131,,,,,,,,,
IGF2BP1,0.447,0.735,0.751,2,hsa-miR-320a,hsa-miR-6131,,,,,,,,,
MYO3A,0.0441,0.433,0.17,2,hsa-miR-4276,hsa-miR-6131,,,,,,,,,
C19orf47,0.464,0.741,0.776,2,hsa-miR-4525,hsa-miR-6131,,,,,,,,,
HSPE1-MOB4,0.408,0.727,0.695,2,hsa-miR-4532,hsa-miR-6131,,,,,,,,,
ZNF554,0.402,0.727,0.687,2,hsa-miR-4532,hsa-miR-6131,,,,,,,,,
MOB4,0.419,0.731,0.711,2,hsa-miR-4532,hsa-miR-6131,,,,,,,,,
NDUFV3,0.436,0.733,0.735,2,hsa-miR-4532,hsa-miR-6131,,,,,,,,,
MIOX,0.13,0.609,0.315,2,hsa-miR-4648,hsa-miR-6131,,,,,,,,,
MAT1A,0.152,0.631,0.347,2,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,,,
SUSD1,0.408,0.727,0.695,2,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,,,
MMAB,0.502,0.752,0.832,2,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,,,
SGTB,0.571,0.768,0.945,2,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,,,
ARL5B,0.63,0.779,1.05,2,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,,,
SEC14L5,0.0983,0.561,0.267,2,hsa-miR-4732-5p,hsa-miR-6131,,,,,,,,,
RBM23,0.726,0.811,1.25,2,hsa-miR-575,hsa-miR-6131,,,,,,,,,
MTHFD1L,0.0883,0.544,0.25,2,hsa-miR-887-3p,hsa-miR-6131,,,,,,,,,
CACNG8,0.758,0.823,1.33,2,hsa-miR-92b-5p,hsa-miR-6131,,,,,,,,,
HIP1,0.337,0.711,0.598,2,hsa-miR-1343-3p,hsa-miR-642b-3p,,,,,,,,,
BZW1,0.705,0.8,1.2,2,hsa-miR-197-5p,hsa-miR-642b-3p,,,,,,,,,
SETD3,0.0441,0.433,0.17,2,hsa-miR-320a,hsa-miR-642b-3p,,,,,,,,,
SH3GL1,0.125,0.6,0.307,2,hsa-miR-320a,hsa-miR-642b-3p,,,,,,,,,
SYNCRIP,0.419,0.731,0.711,2,hsa-miR-320a,hsa-miR-642b-3p,,,,,,,,,
EOGT,0.277,0.7,0.517,2,hsa-miR-4276,hsa-miR-642b-3p,,,,,,,,,
FOLR1,0.307,0.708,0.558,2,hsa-miR-6090,hsa-miR-642b-3p,,,,,,,,,
PCSK4,0.0128,0.311,0.0889,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
VGF,0.0152,0.311,0.097,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
RTN4R,0.0234,0.354,0.121,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
NKX2-5,0.0331,0.377,0.145,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
SDF4,0.0331,0.377,0.145,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
PRSS22,0.0521,0.454,0.186,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
DPF1,0.074,0.519,0.226,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
TRIM59,0.119,0.597,0.299,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
AP5Z1,0.125,0.6,0.307,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
PSMG1,0.13,0.609,0.315,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
HRNR,0.164,0.647,0.364,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
MARVELD1,0.175,0.66,0.38,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
PACSIN1,0.211,0.697,0.428,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
PDRG1,0.247,0.7,0.477,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
PTCHD1,0.265,0.7,0.501,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
UNC13A,0.241,0.7,0.469,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
VPS8,0.277,0.7,0.517,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
POFUT2,0.425,0.732,0.719,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
DDI2,0.48,0.743,0.8,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
ZNF154,0.532,0.759,0.881,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
TRIM29,0.0403,0.415,0.162,2,hsa-miR-1228-5p,hsa-miR-6746-5p,,,,,,,,,
TERF2,0.419,0.731,0.711,2,hsa-miR-1228-5p,hsa-miR-6746-5p,,,,,,,,,
LNX2,0.0562,0.468,0.194,2,hsa-miR-1233-5p,hsa-miR-6746-5p,,,,,,,,,
RNASEH2B,0.241,0.7,0.469,2,hsa-miR-1233-5p,hsa-miR-6746-5p,,,,,,,,,
SRD5A1,0.253,0.7,0.485,2,hsa-miR-1233-5p,hsa-miR-6746-5p,,,,,,,,,
GABPB1,0.748,0.819,1.31,2,hsa-miR-1307-3p,hsa-miR-6746-5p,,,,,,,,,
F2,0.265,0.7,0.501,2,hsa-miR-1343-3p,hsa-miR-6746-5p,,,,,,,,,
NEK9,0.307,0.708,0.558,2,hsa-miR-1343-3p,hsa-miR-6746-5p,,,,,,,,,
AS3MT,0.379,0.72,0.654,2,hsa-miR-1343-3p,hsa-miR-6746-5p,,,,,,,,,
E2F2,0.408,0.727,0.695,2,hsa-miR-1343-3p,hsa-miR-6746-5p,,,,,,,,,
PDP2,0.547,0.762,0.905,2,hsa-miR-3184-5p,hsa-miR-6746-5p,,,,,,,,,
MAP3K9,0.599,0.775,0.994,2,hsa-miR-3184-5p,hsa-miR-6746-5p,,,,,,,,,
SINHCAF,0.223,0.697,0.444,2,hsa-miR-320a,hsa-miR-6746-5p,,,,,,,,,
RNF125,0.442,0.733,0.743,2,hsa-miR-320a,hsa-miR-6746-5p,,,,,,,,,
BAZ2B,0.13,0.609,0.315,2,hsa-miR-4276,hsa-miR-6746-5p,,,,,,,,,
CCDC120,0.0403,0.415,0.162,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
FDXACB1,0.164,0.647,0.364,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
SPAST,0.211,0.697,0.428,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
QDPR,0.277,0.7,0.517,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
BVES,0.289,0.705,0.533,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
KIAA1328,0.331,0.711,0.59,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
MINOS1,0.343,0.714,0.606,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
ALG10B,0.361,0.717,0.63,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
CPM,0.542,0.761,0.897,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
MRNIP,0.604,0.776,1,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
ZNF383,0.307,0.708,0.558,2,hsa-miR-4732-5p,hsa-miR-6746-5p,,,,,,,,,
STX4,0.431,0.733,0.727,2,hsa-miR-4787-5p,hsa-miR-6746-5p,,,,,,,,,
AKNA,0.0521,0.454,0.186,2,hsa-miR-575,hsa-miR-6746-5p,,,,,,,,,
FMNL3,0.361,0.717,0.63,2,hsa-miR-6090,hsa-miR-6746-5p,,,,,,,,,
NDRG3,0.0983,0.561,0.267,2,hsa-miR-6805-5p,hsa-miR-6746-5p,,,,,,,,,
DSCR3,0.109,0.568,0.283,2,hsa-miR-8059,hsa-miR-6746-5p,,,,,,,,,
GTF3C6,0.313,0.708,0.566,2,hsa-miR-8073,hsa-miR-6746-5p,,,,,,,,,
LPP,0.608,0.776,1.01,2,hsa-miR-8073,hsa-miR-6746-5p,,,,,,,,,
SRGAP1,0.187,0.676,0.396,2,hsa-miR-92b-5p,hsa-miR-6746-5p,,,,,,,,,
CACNA2D2,0.0234,0.354,0.121,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
NKX2-2,0.0403,0.415,0.162,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
CYP11A1,0.0441,0.433,0.17,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
HIST1H2AD,0.0441,0.433,0.17,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
NLRP6,0.0441,0.433,0.17,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
HIST2H3C,0.048,0.439,0.178,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
ARMCX6,0.0521,0.454,0.186,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
RCE1,0.0562,0.468,0.194,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
RHOXF2B,0.0562,0.468,0.194,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
SAA1,0.0562,0.468,0.194,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
HIST2H2AC,0.0605,0.49,0.202,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
LY6E,0.0649,0.495,0.21,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
ALOX15,0.074,0.519,0.226,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
HIST3H3,0.0787,0.519,0.234,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
SGMS2,0.074,0.519,0.226,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
SLFN12,0.074,0.519,0.226,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
RNF121,0.0834,0.532,0.242,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
DCX,0.0933,0.544,0.259,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
HIST1H2AE,0.0883,0.544,0.25,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
HIST2H2AA4,0.0983,0.561,0.267,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
MFRP,0.114,0.585,0.291,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
BMP2,0.119,0.597,0.299,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
STPG1,0.119,0.597,0.299,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
PPP1R15A,0.135,0.613,0.323,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
HIST1H2BF,0.147,0.631,0.339,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
IGDCC4,0.147,0.631,0.339,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
ZNF445,0.147,0.631,0.339,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
CCSAP,0.181,0.664,0.388,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
NKIRAS2,0.229,0.697,0.452,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
ZC3H12B,0.223,0.697,0.444,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
MAGI3,0.259,0.7,0.493,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
PPM1F,0.259,0.7,0.493,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
HIST1H2AG,0.283,0.705,0.525,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
RNPS1,0.283,0.705,0.525,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
CSTF2,0.295,0.707,0.541,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
SLC38A1,0.325,0.708,0.582,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
MGAT5,0.337,0.711,0.598,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
MRRF,0.379,0.72,0.654,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
PCNP,0.414,0.73,0.703,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
ZNF107,0.571,0.768,0.945,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
FAM83F,0.595,0.773,0.986,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
SETD5,0.63,0.779,1.05,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
CAPS,0.0403,0.415,0.162,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
CASKIN2,0.0605,0.49,0.202,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
PTK7,0.0933,0.544,0.259,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
GLIS2,0.0983,0.561,0.267,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
CD276,0.13,0.609,0.315,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
RTL10,0.141,0.622,0.331,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
9-Mar,0.152,0.631,0.347,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
SIRPA,0.152,0.631,0.347,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
PTPN1,0.164,0.647,0.364,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
NDUFB11,0.187,0.676,0.396,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
PTGES3L,0.187,0.676,0.396,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
SESTD1,0.229,0.697,0.452,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
FZR1,0.253,0.7,0.485,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
VDR,0.259,0.7,0.493,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
ARL4C,0.319,0.708,0.574,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
BCL7A,0.331,0.711,0.59,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
S100A16,0.337,0.711,0.598,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
MAPK6,0.343,0.714,0.606,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
SLC6A4,0.355,0.717,0.622,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
ZNF747,0.355,0.717,0.622,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
TXLNA,0.442,0.733,0.743,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
PABPN1,0.576,0.768,0.953,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
GAN,0.651,0.784,1.09,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
HIC2,0.694,0.797,1.18,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
PNMA8B,0.211,0.697,0.428,2,hsa-miR-3184-5p,hsa-miR-6784-5p,,,,,,,,,
RAI1,0.187,0.676,0.396,2,hsa-miR-4532,hsa-miR-6784-5p,,,,,,,,,
TMEM63C,0.141,0.622,0.331,2,hsa-miR-4728-5p,hsa-miR-6784-5p,,,,,,,,,
CD4,0.0694,0.511,0.218,2,hsa-miR-4732-5p,hsa-miR-6784-5p,,,,,,,,,
CTDP1,0.00854,0.239,0.0727,2,hsa-miR-6131,hsa-miR-6784-5p,,,,,,,,,
BHLHE40,0.103,0.568,0.275,2,hsa-miR-8059,hsa-miR-6784-5p,,,,,,,,,
NPW,0.00247,0.132,0.0404,2,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,,
JUND,0.0694,0.511,0.218,2,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,,
KDELC2,0.135,0.613,0.323,2,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,,
RPL28,0.265,0.7,0.501,2,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,,
UBE2G1,0.175,0.66,0.38,2,hsa-miR-320a,hsa-miR-6800-5p,,,,,,,,,
RGP1,0.379,0.72,0.654,2,hsa-miR-4525,hsa-miR-6800-5p,,,,,,,,,
ZNF585B,0.414,0.73,0.703,2,hsa-miR-6746-5p,hsa-miR-6800-5p,,,,,,,,,
PUS3,0.0562,0.468,0.194,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
C11orf1,0.109,0.568,0.283,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
ZKSCAN1,0.169,0.658,0.372,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
NLK,0.175,0.66,0.38,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
BUB3,0.199,0.686,0.412,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
LEFTY1,0.271,0.7,0.509,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
CDK2,0.361,0.717,0.63,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
EIF4EBP2,0.361,0.717,0.63,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
RNF41,0.271,0.7,0.509,2,hsa-miR-320a,hsa-miR-6802-5p,,,,,,,,,
HIST1H2BB,0.0331,0.377,0.145,2,hsa-miR-3940-5p,hsa-miR-6802-5p,,,,,,,,,
TBRG1,0.283,0.705,0.525,2,hsa-miR-6800-5p,hsa-miR-6802-5p,,,,,,,,,
ACVR2B,0.419,0.731,0.711,2,hsa-miR-6800-5p,hsa-miR-6802-5p,,,,,,,,,
GLO1,0.643,0.781,1.07,2,hsa-miR-6800-5p,hsa-miR-6802-5p,,,,,,,,,
ADIRF,0.0178,0.317,0.105,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
MMP17,0.125,0.6,0.307,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
EIF1,0.205,0.686,0.42,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
PCP4L1,0.223,0.697,0.444,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
NCS1,0.402,0.727,0.687,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
IGF2BP3,0.205,0.686,0.42,2,hsa-miR-320a,hsa-miR-6805-5p,,,,,,,,,
SMC1A,0.595,0.773,0.986,2,hsa-miR-320a,hsa-miR-6805-5p,,,,,,,,,
AP1S1,0.217,0.697,0.436,2,hsa-miR-4276,hsa-miR-6805-5p,,,,,,,,,
UBA1,0.103,0.568,0.275,2,hsa-miR-4525,hsa-miR-6805-5p,,,,,,,,,
G6PD,0.0649,0.495,0.21,2,hsa-miR-4648,hsa-miR-6805-5p,,,,,,,,,
CST9,0.0234,0.354,0.121,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
FZD7,0.0983,0.561,0.267,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
DCAKD,0.103,0.568,0.275,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
MGAT5B,0.119,0.597,0.299,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
MSI1,0.135,0.613,0.323,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
VPS37C,0.164,0.647,0.364,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
CFL1,0.265,0.7,0.501,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
DPM2,0.367,0.717,0.638,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
ZFHX3,0.447,0.735,0.751,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
TRAF3,0.0562,0.468,0.194,2,hsa-miR-6746-5p,hsa-miR-6805-5p,,,,,,,,,
DVL3,0.235,0.7,0.461,2,hsa-miR-320a,hsa-miR-8059,,,,,,,,,
SERTAD3,0.158,0.647,0.356,2,hsa-miR-4690-5p,hsa-miR-8059,,,,,,,,,
ATXN1L,0.385,0.721,0.663,2,hsa-miR-4706,hsa-miR-8059,,,,,,,,,
NAT9,0.0331,0.377,0.145,2,hsa-miR-4728-5p,hsa-miR-8059,,,,,,,,,
DUSP2,0.319,0.708,0.574,2,hsa-miR-575,hsa-miR-8059,,,,,,,,,
LRRTM2,0.0403,0.415,0.162,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
ZNF486,0.135,0.613,0.323,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
UFM1,0.199,0.686,0.412,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
RRAGD,0.247,0.7,0.477,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
SLX4,0.241,0.7,0.469,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
CABP4,0.436,0.733,0.735,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
RAD18,0.119,0.597,0.299,2,hsa-miR-3184-5p,hsa-miR-8073,,,,,,,,,
MPI,0.0297,0.377,0.137,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
NANOG,0.074,0.519,0.226,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
TMEM101,0.135,0.613,0.323,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
PRRC2C,0.223,0.697,0.444,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
IMP4,0.425,0.732,0.719,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
TFAP2B,0.125,0.6,0.307,2,hsa-miR-4276,hsa-miR-8073,,,,,,,,,
FNBP1,0.265,0.7,0.501,2,hsa-miR-4525,hsa-miR-8073,,,,,,,,,
PDXK,0.175,0.66,0.38,2,hsa-miR-4690-5p,hsa-miR-8073,,,,,,,,,
PDE7A,0.169,0.658,0.372,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
RNF24,0.265,0.7,0.501,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
ZNF324B,0.289,0.705,0.533,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
ZNF878,0.562,0.766,0.929,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
ALG14,0.442,0.733,0.743,2,hsa-miR-575,hsa-miR-8073,,,,,,,,,
NPHP3,0.141,0.622,0.331,2,hsa-miR-6131,hsa-miR-8073,,,,,,,,,
SBNO1,0.694,0.797,1.18,2,hsa-miR-6131,hsa-miR-8073,,,,,,,,,
INSIG1,0.402,0.727,0.687,2,hsa-miR-642b-3p,hsa-miR-8073,,,,,,,,,
IFITM3,0.109,0.568,0.283,2,hsa-miR-6784-5p,hsa-miR-8073,,,,,,,,,
CTSA,0.0834,0.532,0.242,2,hsa-miR-6805-5p,hsa-miR-8073,,,,,,,,,
LGSN,0.436,0.733,0.735,2,hsa-miR-6805-5p,hsa-miR-8073,,,,,,,,,
ZDHHC6,0.114,0.585,0.291,2,hsa-miR-8059,hsa-miR-8073,,,,,,,,,
MDM4,0.726,0.811,1.25,2,hsa-miR-3184-5p,hsa-miR-887-3p,,,,,,,,,
P4HB,0.205,0.686,0.42,2,hsa-miR-4787-5p,hsa-miR-887-3p,,,,,,,,,
IKBKG,0.235,0.7,0.461,2,hsa-miR-6746-5p,hsa-miR-887-3p,,,,,,,,,
BCL2L11,0.595,0.773,0.986,2,hsa-miR-1233-5p,hsa-miR-92b-5p,,,,,,,,,
CALU,0.295,0.707,0.541,2,hsa-miR-320a,hsa-miR-92b-5p,,,,,,,,,
PIEZO1,0.0297,0.377,0.137,2,hsa-miR-4525,hsa-miR-92b-5p,,,,,,,,,
INVS,0.0178,0.317,0.105,2,hsa-miR-4648,hsa-miR-92b-5p,,,,,,,,,
